SENTENCE,LAST_WORD 
nên biết vai trò của,mình
em là cô nàng phụ,tá
bất kỳ thứ gì marshall,cần
để vượt qua ngày,này
em đều có ở,đây
thuốc lá,rượu
đây là pháo nổ,à
chúa ơi robin em,nhét
cả thành phố tijuana vào túi đấy,à
bình tĩnh nào mọt,sách
mẹ marshall đã không,ăn
không ngủ không,nghỉ
kể từ lúc chúng tôi đến,đây
chờ đã đây có thể là vai trò của,tôi
tôi sẽ chăm sóc cho,judy
ừ nhưng không,phải
mẹ marshall ghét,cậu
sự thật là hai,người
đâu có thân thiết,sao
chữa cháy hay,đấy
được rồi tôi và judy không,thân
nhưng hôm,nay
bất kể mẹ cần gì tôi đều sẽ,giúp
judy là nhiệm vụ của,tôi
nhiệm vụ,judy
cậu ấy nói,phân
thật đấy à ở ngay lễ tang,sao
ừ được rồi không phải,ai
cũng có ý thức cao cả như,em
kẻ buôn thuốc sau giờ học thập niên,80
hôm nay chúng ta phải,cười
để giúp cơ thể khỏe,mạnh
chờ một,chút
hôm nay chúng ta sẽ làm marshall,cười
bằng cách,nào
ted cái thứ hay làm cậu ấy cười là,gì
phim trên mạng về một gã bị đánh vào,bi
chính xác một gã bị đánh vào,bi
chúng ta sẽ tìm cho cậu,ấy
một trò đùa thật,vui
cậu hãy tìm đầu gối bàn chân lan,can
vòi cứu hỏa và ván,lặn
còn tôi sẽ tìm vợt gậy khúc côn,cầu
gậy đánh gôn và roi,ngựa
còn động vật thì,sao
vuốt bàn chân,móng
móng guốc mỏ và nắm tay của,khỉ
ta sẽ làm,được
này mấy cậu tôi đã để,quên
dây sạc ở new,york
giờ máy hết pin rồi có ai,có
cục sạc hay dây,usb
à cục sạc cảm,ơn
ồ cậu đúng là có mọi,thứ
trong túi ấy,nhỉ
em cứ như marry,poppins
nếu cái túi thần kỳ của bà,ấy
có cả ma,túy
nếu à ted bọn nhóc trong,phim
nhảy vào bức,tranh
và dành 15,phút
để chạy đuổi một con cáo hoạt hình,đấy
một muỗng đầy đường,ư
trưởng thành,đi
ta rất tiếc vì sự mất mát này,judy
cảm ơn,cha
con rất mừng vì cha sẽ chủ,trì
buổi lễ ngày hôm,nay
rất tiếc là ta không,thể
con gái ta ở chicago mới lâm,bồn
nhưng ta sẽ giao trọng trách,này
cho người kế nhiệm con trai,ta
con trai cha,sao
con nhớ trey,mà
ta sẽ đi gọi,nó
các,cậu
trey platt từng khủng bố,tôi
từ khi còn,nhỏ
cậu ta là kẻ bắt nạt ghê gớm nhất,trường
gì đấy,marshall
chào,trey
lâu không,gặp
tôi không biết cậu đã trở thành mục,sư
ừ thì tiền ăn trưa của,cậu
cuối cùng cũng hết,rồi
đùa,đấy
marshall eriksen cậu có thể cười rồi,đấy
đúng,thế
đoạn phim này tên,là
huấn luyện viên bị đánh vào,bi
bằng một quả bóng,lỗi
rồi nôn vào thùng,rác
tôi không tiết lộ nội dung,đâu
cậu xem,đi
thấy không anh ta bị,đánh
thẳng vào,bi
nhóc béo ấy thì chạy đi,mất
nhóc béo ấy thì chạy đi,mất
trey,platt
tôi không thể tin được lễ tang của bố,tôi
lại sắp được chủ,trì
bởi máy gõ đầu trey,platt
tên ấy từng gõ đầu cậu,à
không phải sẽ cần cái thang,sao
cậu ta bắt tôi mang,theo
bố tôi muốn đặt mấy câu,hỏi
cho mọi người để tạo một chủ,đề
cho buổi lễ hoặc gì,đấy
câu thứ,nhất
lời cuối cùng với người đã khuất là,gì
nhạt,nhẽo
câu thứ,hai
chờ,đã
lời cuối của tôi với marvin rất đáng,yêu
tôi đã nghĩ rất nhiều về,nó
con cũng,thế
hai bố con đã đi leo núi,tuyết
và chuyện trò rất,vui
ngày cuối với bố bố đã,dạy
con của con cách trượt,băng
mấy chuyện này không giúp được,gì
cảm ơn,bố
chắc tôi lại phải giết thời,gian
bằng mấy trò đùa,thôi
lời cuối có lẽ là một chủ đề,hay
marshall con có nhớ lời,cuối
bố nói với con,không
tạm biệt con,yêu
chào,mẹ
con,trai
bố có điều muốn nói trước khi,đi
sao thế,bố
bố mang miếng sườn lợn thừa,kia
lên máy bay được,không
con đang định làm bánh sandwich với,nó
trên máy bay không có đồ ăn sao,bố
có nhưng đồ ăn trên máy bay như,hạch
đồ ăn trên máy bay như,hạch
đấy là lời cuối bố nói với,tôi
ngay sau khi tôi không cho bố miếng,thịt
chúa,ơi
chờ đã sai rồi không chỉ có,thế
họ không gọi được,taxi
này,marshall
nên bố gọi tôi từ dưới,đường
,marshall
hình như trời mưa,rồi
bố không tìm được ô trong tủ của,con
con biết có ai có ô,không
và sau,đấy
bố tôi lớn lên trong một thị trấn,nhỏ
ở một thế hệ,khác
nên có nhiều,lúc
một cách có thiện,chí
bố hay nói mấy câu,như
đám người hàn quốc ở đối,diện
này người hàn quốc rất đáng,tin
và hào phóng,đấy
,bố
bố chắc là họ có ô,đấy
vì họ là người hàn quốc,mà
lời cuối của bố là một,chuỗi
những câu nói kỳ lạ phân biệt chủng,tộc
mấy câu ấy đều rất tử tế,mà
đúng thế phân biệt theo một hướng,tốt
còn tệ hơn cả miếng sườn,lợn
đoạn phim tiếp theo tên gã chơi kèn,túi
bị đánh vào bi bởi con hải âu bay,thấp
cùng xem chuyện gì xảy ra,nào
sắp,rồi
sắp,rồi
anh ta bị đánh vào bi,kìa
và nhóc béo bị rớt mất cái quần,bơi
bị tuột kìa quần bị tuột,rồi
không chờ đã tôi sai,rồi
cũng không phải chuyện,đấy
họ không gọi được,taxi
nên tôi đã đi,xuống
này bố nói,đúng
đúng là nhà họ kang có ô,đấy
đương nhiên là họ có,rồi
tạm biệt con,yêu
con trai bố chỉ muốn khuyên con một,điều
hãy thuê crocodile dundee 3 về xem,đi
tối qua bố mới vừa,xem
trên truyền hình,cáp
nó rất hay,đấy
crocodile dundee 3 là phần hay,nhì
trong bộ ba phim về cá,sấu
anh có thể chấp nhận được chuyện,đấy
xin lỗi điện thoại sạc đầy rồi,này
tôi nghe nói cô có mọi,thứ
tôi luôn nổi tiếng trong việc kiếm,đồ
tôi cần rượu vodka và bộ bài ăn,gian
có,ngay
ôi chúa,ơi
chuyện gì,thế
anh có một tin nhắn thoại từ,bố
anh nhận được tin nhắn thoại từ bố,à
bằng cách,nào
điện thoại tôi hết,pin
có lẽ ông ấy đã gọi tôi vào cái ngày,mà
anh yêu anh ổn,chứ
tôi đang cầm trong,tay
lời cuối cùng bố nói với,tôi
tôi sẽ bấm nút,nghe
sao,thế
lỡ tệ,hơn
chuyện crocodile dundee 3 thì,sao
tôi không làm,được
mẹ tôi sắp ngất rồi tôi,phải
chờ đã không anh yêu để,em
anh nên nghe,đi
đừng tự gây áp lực quá,nhiều
cô ấy đúng,đấy
ý tôi là đâu phải tất cả lời,cuối
đều phải thâm thúy và đầy ý nghĩa,đâu
ý tôi là ai có thể làm thế được,chứ
chính,xác
mấy lời,cuối
mà người nổi tiếng hay nói,ấy
đều là bịa ra,cả
như ông bạn yêu nước nathan,hale
trong sách lịch sử lớp ba,ấy
điều tôi tiếc nuối nhất là chỉ có một,kiếp
để cống hiến cho đất,nước
cậu biết lời cuối thật,sự
của ông ta là gì,không
tôi đang tè ra quần,rồi
thật,đấy
quan trọng là lời,cuối
đang bị đánh giá quá cao,rồi
nghe này hãy nghĩ như thế,này
cậu được nghe giọng bố lần,cuối
tôi nên nghe một mình được,chứ
tôi trở lại,ngay
được,thôi
này thế tôi nghe nói cô,có
cô nghe đúng,rồi
em đang trở nên nổi tiếng,này
thế cô cần gì nào lại,đây
các cậu nghe chuyện gì vừa xảy ra,này
judy mẹ cần nghỉ ngơi,không
con sẵn sàng nấu giúp mẹ một,chút
con nghĩ trình nấu nướng new york của,con
tốt hơn của mẹ à thừa nhận,đi
giỏi thì làm đi,lily
sao không chuẩn bị một,mẻ
bánh vòng cơm cuộn đậu phụ ngon,lành
của con xem,nào
và tự mắc nghẹn,đi
cậu ổn,chứ
nghe,này
mẹ sẽ đi nằm một,tí
nhờ tôi mà cuối cùng judy cũng chịu,ngủ
các cậu tôi có vai trò,rồi
tôi là người của judy đúng,thế
chà nhưng hôm nay cũng đủ tệ với cậu,rồi
cậu chắc cậu sẽ ổn với việc đấy,chứ
được chứ robin cho,tôi
một viên màu cam trong túi của cậu,ấy
tôi không biết là,gì
nhưng mọi thứ đều đang rất trôi,chảy
này uống ngụm nước,đi
,này
sao,rồi
tôi vẫn chưa nghe,được
chuyện này thật quá,khó
bọn em hiểu mà anh,yêu
nhưng nếu không nghe anh sẽ luôn thắc,mắc
bố yêu,anh
việc bố đã nói,gì
gần như không quan,trọng
không đâu,mà
đúng,thế
các cậu lỡ như mong là không xảy,ra
bố các cậu đều mất ngay bây giờ thì,sao
lời cuối của họ sẽ là gì thật,đấy
tôi biết lời cuối của bố,mình
tháng trước tôi đến,cleveland
đến thăm bố,ở
ngôi nhà độc thân sau ly hôn của ông,ấy
hôm nay gặp con vui đấy t,dawg
đúng thế mừng là chúng ta có,thể
nói về cuộc sống tình dục thế,này
đúng là một sự tiến,bộ
tuần trước bố mới,ngủ
với một cô gái,trẻ
donna,bromstead
bạn hẹn vũ hội của con,à
hồi ấy tiến triển được đến đâu t,dawg
con phải đi,đây
cậu muốn mấy câu đấy là lời cuối của bố,à
có thể lắm,chứ
chồng của donna bromstead là cảnh sát,đấy
hết chối,nhé
còn,lily
,alô
lily là bố,đây
nghe này bố đang bị,giam
vì đã không nộp,thuế
suốt 25 năm,qua
nhưng mặt tốt,là
bố mới nghĩ ra trò chơi,mới
tên là trốn,thuế
cho trẻ từ sáu đến mười,tuổi
và mỉa mai thay cũng đúng,ngay
số năm bố có thể đi,tù
dù sao bí ngô à bố cần 15 000 đô,la
bị lừa rồi,nhé
hãy để lại lời nhắn sau tiếng,bíp
chúng tôi sẽ liên lạc lại,sau
,bíp
hết chối,nhé
còn,robin
thế nên mặc dù con làm,bố
thất vọng rất,nhiều
nhưng bố mong rằng cuối,cùng
năm nay con sẽ đạt được thứ gì,đấy
đáng kể thật,sự
bố không muốn nói dối với,bạn
là con đang bị hôn mê,nữa
dù sao thì chúc,con
sinh nhật vui vẻ nhé,rj
nghe tệ,thật
không đây mới là phần tệ,nhất
bố nhớ sinh nhật con,sao
hết,chối
giờ thì các cậu thừa,nhận
lời cuối rất quan trọng,chưa
,ừ
,đúng
tôi luôn nghĩ tôi khá khổ,sở
khi không biết rõ về bố mình,nhưng
giờ tôi biết ít nhất tôi sẽ không,phải
trải qua điều tồi tệ,này
đoạn phim tiếp theo,là
chó chăn cừu đức khởi động máy bắn,bóng
khi nhóc béo uống nước tăng,lực
xem,này
barney làm ơn đi,barney
dừng lại đi được,chứ
cho tôi một ít thời,gian
được,rồi
ai đã gây ra chuyện này,đây
ai chuốc say em họ daphne thế,này
nó mới 15,tuổi
chà ở đây họ lớn nhanh quá,nhỉ
và trả lại số điện thoại cho em,đây
judy,cháu
con làm,đấy
con có thể đưa ra lời giải thích,gì
cho chuyện,này
con đến từ new,york
bọn con nghĩ chuốc say bọn trẻ rất,vui
chuốc say bọn trẻ không có gì vui,hết
con phải tự thấy xấu hổ,lily
cực xấu,hổ
ôi trời ngon thật,đấy
món rau trộn đấy là món đầu,tiên
mẹ ăn trong hai ngày nay,đấy
hầu hết là phô,mai
sốt mayonnaise và kẹo,dẻo
nhưng cũng tính,nhé
dù sao cũng có người có,ích
chúng ta thì chưa làm marshall cười,được
đúng,thế
cho xem mấy đoạn phim,về
mấy gã bị đánh vào bi không giúp được,gì
tôi ngu,thật
ngu thật,đấy
chắc ta nên đánh vào bi của,nhau
đúng,thế
không gì hiệu quả bằng diễn trực,tiếp
nhưng ai sẽ bị đánh,đây
này,marshall
làm luôn,hả
không bàn bạc gì,luôn
anh không nghe,đâu
thuê crocodile dundee 3 xem,đi
sẽ là lời cuối bố dành cho,anh
và có lẽ anh sẽ chấp nhận,được
cậu ấy có cười,không
marshall đúng,là
chấp nhận được chuyện,đấy
cho đến lúc sau tại lễ tưởng,niệm
cuộc nói chuyện,cuối
của tôi và marvin rất đáng,yêu
câu chuyện,mẹ
và anh trai chú ấy kể rất xúc,động
rồi bố đỡ con tôi đang khóc trên băng,lên
ôm vào lòng và,nói
nhà vô địch lâu lâu ngã một vài,lần
cũng không sao,đâu
và khi bọn tôi đang leo,núi
một con hươu nhỏ chạy ngang,qua
nó phóng đến chỗ bố và bắt đầu,ăn
ngay trên tay,bố
rồi anh ấy hôn tôi và,nói
bố sẽ luôn tự hào về,con
cuộc sống là một món,quà
em biết gì không em,yêu
anh là người đàn,ông
may mắn nhất trên,đời
nhạt,nhẽo
mấy chuyện này tệ,thật
không là gì với câu,chuyện
crocodile dundee 3 của anh,cả
anh ấy nhắc nhở tôi phải từ,tốn
đến lượt anh,rồi
anh cần chút không,khí
anh ổn chứ anh,yêu
tôi phải nghe cái,này
là cuộc gọi ấn,nhầm
không có gì,cả
này chỉ là ấn nhầm thôi,mà
anh có rất nhiều kỷ niệm đẹp với,bố
ai quan tâm đến lời cuối,chứ
cậu ấy đúng,đấy
bố cậu rất vui,tính
các cậu không hiểu phải,không
không ai hiểu,cả
bố là người hùng của,tôi
và là thầy của,tôi
cũng là bạn thân của,tôi
lúc nào cũng có mặt khi tôi,cần
và giờ thì bố đi,rồi
tôi còn lại gì,chứ
cảm ơn chúa rất,nhiều
cảm ơn,nhiều
ngài lấy đi bố tôi,rồi
người đàn ông tuyệt vời,nhất
tôi từng,biết
và ngài bắt ông ấy rời khỏi thế giới,này
khi còn quá,trẻ
ông ấy sẽ không bao,giờ
được gặp con mình lily,à
nhưng ta có đoạn thư thoại,này
cảm ơn vì đoạn thư thoại,nhé
an ủi tốt,đấy
vì mỗi khi tôi bắt,đầu
cảm thấy buồn và cô,đơn
hay biết gì,không
hay cảm thấy bị phản,bội
ít ra tôi có âm,thanh
từ túi quần ông ấy để an,ủi
,marshall
sao công bằng được,chứ
mọi người biết đấy cả một đời,người
kết thúc một cách vô cớ như này,và
và ta còn lại,gì
,marshall
ồ hình như nãy,giờ
bố đã gọi con gần năm phút,nhỉ
túi quần bố nghe như nào,hả
à xin lỗi nhé anh,bạn
dù sao thì bố mẹ rất vui khi gặp,con
bố yêu,con
có vẻ bố anh lại có mặt một lần cuối,rồi
bố yêu,con
lời cuối của bố dành cho,anh
là bố yêu,con
à và cho bố biết nếu con tìm,thấy
lọ kem bôi chân của bố,nhé
bọn nấm lại mọc lên nữa,rồi
bố yêu,con
lời cuối bố nói với,tôi
là bố yêu con,nhé
,đúng
đúng,thế
bọn tôi nghe,mà
rất rõ,nữa
vĩnh biệt,bố
cuối cùng marshall cũng đứng lên,nói
nhưng chuyện buồn cười,là
và lời cuối mà bố nói với tôi,là
thuê crocodile dundee 3 xem,đi
tối qua bố mới vừa,xem
trên truyền hình cáp và nó rất hay,đấy
chú ấy quyết định,giữ
lời cuối thật sự cho riêng,mình
cảm,ơn
vì chuyện gì,ạ
mẹ biết con đã cố làm,gì
suốt ngày hôm,nay
và đúng là mẹ rất cần,nó
luôn sẵn lòng,ạ
cái đầm ấy làm con trông,như
gái điếm,kansas
xin lỗi con lần cuối,nhé
ôi,trời
tôi nên thuê đĩa crocodile dundee,3
được rồi nghiêm túc,đấy
sao em làm được,thế
cảm,ơn
tôi sẽ quay lại,ngay
và nếu tôi không quay,lại
thì đây là lời cuối cho các,cậu
tôi rất rất rất yêu các,cậu
giờ thì tôi đi vệ sinh,đây
lời cuối nó,gây
nhiều áp lực lắm đấy các,con
nó khiến các con phải suy,nghĩ
chào,bố
chào,bố
chào,bố
mẹ,à
con đã sẵn sàng gặp bố,rồi
,1
các con sau khi bố chú marshall,mất
chú ấy quyết định về,nhà
một thời gian để chăm,mẹ
nhưng khi ở càng,lâu
chú ấy càng,nghĩ
mình chưa bao giờ rời,minnesota
marshall của nhà eriksen nghe,đây
ôi nghe đáng yêu,thế
nói lại,đi
,không
đó là cách ứng xử đấy đồ,tồi
ở new york có chuyện gì,không
kể tôi nghe,đi
có một chuyện đang xảy,ra
giữa ted và,zoey
chắc các con nhớ rằng zoey và bố gặp,nhau
khi cô ấy cố ngăn cản tòa nhà cũ bị,phá
và thay bằng tòa nhà mà bố thiết,kế
và mặc dù bất đồng quan,điểm
bọn bố vẫn làm bạn,nhau
điều đó dẫn đến,hôm
dì robin quyết định nấu bữa,tối
tháng 12 năm,2010
tôi tưởng cái lò tính theo độ,c
không sao,đâu
chúng ta có hot dog,mà
ừ và cậu không thể làm hỏng hot dog,đâu
chúa,ơi
ngon lắm,đấy
tôi sẽ ăn nốt trong nhà vệ,sinh
cho tôi sốt cà chua được,không
giá mà cho chiếc bánh này,được
chắc ai đó phải ra ngoài trời,lạnh
mua sốt cà chua,thôi
thôi nào anh bạn tôi đem rượu,rồi
và hết mất,rồi
rồi tôi nói anh,nghe
anh mua một chai,này
tôi sẽ mua ba chai,tiếp
tôi nói cô nghe không,nhé
tôi sẽ mua 100 chai,luôn
cô không thoát được,đâu
muốn hẹn hò với em họ của tôi,không
để tôi mua sốt cà,chua
robin anh muốn em biết,rằng
anh chỉ có thể nghe em kể chuyện,này
hoặc là lại phải chơi trò tìm manh,mối
một mình nên kể cho hay,vào
ồ hay,lắm
anh thấy đấy sau tối hôm,đó
không ai nghe nói về zoey,nữa
cuối cùng ted cũng gọi cô,ấy
,alô
chúng ta sẽ gặp lại nhau,chứ
vì nếu tôi nhớ không nhầm cô nợ,tôi
một bữa hẹn với cô em họ nóng bỏng,đấy
anh vẫn muốn,à
đúng vậy và bọn tôi nhớ,cô
nhưng em họ quan trọng,hơn
tiến hành việc đó,đi
đừng lo ted cô ấy rất dễ,thương
dễ thương nghĩa là,béo
cô ấy không béo,đâu
không béo nghĩa là,xấu
đến rồi,kìa
tôi rút lại hết lời vừa,nói
cô ấy quyến rũ,thật
chào,zoey
,chào
ted đây là em họ,tôi
các con ạ nói thật,thì
bố không nhớ rõ tên cô gái,ấy
không ai nhớ,cả
vì khi kể đi hay kể lại chuyện,này
bọn bố chỉ gọi,là
cục,cưng
chào cục cưng tôi là,ted
và đây là lý,do
cô ấy rất dễ,thương
ấm áp thông minh khá dễ tin,người
cứ như từng,lời
cô ấy nói đều làm ta muốn thốt,lên
ôi cưng,ơi
thú vị,đấy
dẫn chứng xem,nào
tòa nhà căn hộ chỗ tôi rất an,toàn
chủ nhà còn lắp đặt máy quay an,ninh
trong phòng tắm của,tôi
ôi cưng,ơi
chắc tôi phải thấy kỳ cục khi đưa người,lạ
số an sinh xã hội của,mình
nhưng anh ta là hoàng tử nigeria,đấy
ôi cưng,ơi
tôi mới có một,buổi
thử vai truyền hình thật,tuyệt
phía sau,kfc
chỗ nhà sản xuất điều hành làm,việc
vào ngày cuối tuần,ấy
ôi cưng,ơi
nói ngắn gọn,là
tôi sẽ được đóng trong phim mất,tích
ôi cưng,ơi
em biết,mà
chỉ muốn quấn cô ấy trong,chăn
và đưa cô ấy một tách,trà
cô ấy cứ như một chú cừu con bị,lạc
cần người bảo vệ khỏi bầy sói,vậy
nói đến người,đó
đúng vậy tôi thường nhận,được
email từ michelle,obama
và lâu lâu thì từ chính obama,nữa
ôi cưng,ơi
thế là buổi tối trôi,qua
và cuối cùng ai về nhà,nấy
trừ ted và cục,cưng
chà một kiến trúc sư,à
thật thú,vị
vì sao thứ này được gọi là lót,ly
và cả,barney
được rồi đến giờ về nhà,rồi
ted nói chuyện chút,đi
chúa ơi tôi ghét tình huống như thế,này
giờ làm sao,đây
cậu đang nói gì,vậy
thôi nào ted dễ hiểu quá,mà
cục cưng đang rung động với,tôi
cái,gì
bằng ngôn ngữ cơ,thể
nhớ lúc cô ấy chạm tay,cậu
và ghé sát người thật gần,không
trong lúc đó ống hút cô ấy đang,dùng
đã chỉ về hướng của,tôi
ý tôi,là
tín hiệu rõ ràng quá rồi còn,gì
nên,là
xin lỗi nhé người anh,em
cậu nói,đúng
của cậu hết đấy anh,bạn
tôi muốn nói chơi tung não cô ấy,đi
nhưng hình như có người làm,rồi
anh làm tốt,lắm
ted mosby sẽ không lợi,dụng
các cô gái tội nghiệp đâu,nhỉ
ừ thật ra có một lý do,nữa
anh không về nhà cùng cô,ấy
vì nó đồng,tính
mẹ ơi cúp,đi
mẹ xin lỗi,nhé
tiếp tục,đi
ừ thật ra có một lý do,nữa
anh không về nhà cùng cô,ấy
anh yêu,zoey
ôi chúa,ơi
ôi chúa,ơi
,mẹ
xin,lỗi
ted yêu zoey,à
nhưng cô ấy kết hôn rồi cơ,mà
cần phải can thiệp,thôi
buồn cười là anh nói,thế
vì sao chúng ta ở đây,vậy
ừ ai tổ chức buổi can thiệp này,vậy
tôi đấy và cho,tôi
chắc là về hơi thở cà phê,rồi
cuối cùng cũng,đến
không về tóc ngang vai,đấy
mọi người để cậu ấy giải,thích
tại sao cậu ấy đeo đồng hồ nữ thế,kia
bởi vì tôi yêu,zoey
và cô ấy kết hôn,rồi
nên ta nên ngăn chuyện đó,lại
và can thiệp,đi
cậu chắc đó là tình yêu,không
nhớ vụ chai sốt cà,chứ
cô ấy không làm rơi,nó
khi cô ấy đưa tay ra,lấy
tay bọn tôi đã chạm nhau,và
ngay lúc đấy tôi,biết
đây không phải tình,bạn
đây là tình,yêu
chết,nhát
marcus đây là chuyện riêng,tư
rồi tên chết nhát đó làm,gì
đây là tình,yêu
và đây là đồng hồ của bà,tôi
trước mắt tôi chỉ,có
một hành động phải,làm
phải chấm dứt tình bạn với,zoey
không phải hơi tàn nhẫn,sao
tàn nhẫn,à
robin đàn ông độc,thân
và phụ nữ đã kết hôn không thể làm,bạn
nếu một trong hai yêu người,kia
ừ nhưng zoey cũng là bạn chúng ta,mà
đâu phải ted có thể biến,mất
khỏi cô ấy,đâu
cô ấy sẽ luôn ở,đây
thế anh nên làm gì,đây
được rồi hãy dập tắt nó,đi
được rồi lờ cảm xúc của anh,đi
nếu cô ấy nhờ anh lấy sốt,cà
bảo cô ấy tự đi lấy,đi
nghe này em thích,zoey
không có cô ấy bữa tiệc ăn tối của,em
đã không thành công,vậy
nên mấy cảm xúc của,anh
dập tắt chúng,đi
được,thôi
anh sẽ dập tắt,hết
buổi can,thiệp
mà thật đấy cậu nên súc,miệng
sau khi uống cà phê,đi
ồ có người gọi,tới
không phải người,quen
thế đừng,nghe
,được
chúa ơi anh đậm chất minnesota,thật
anh phải nghe,điện
không thì sẽ thô lỗ,lắm
đúng đấy tạm biệt,nhé
marshall của nhà eriksen,nghe
chào,marshall
,barney
số nào,đây
tôi đang dùng số,rác
nhiều cô điên rồ biết số cũ của tôi,quá
nên giờ tôi chỉ,dùng
điện thoại vứt đi được,thôi
chơi với em này cho,đã
rồi bỏ đi kiếm em,khác
tôi cũng làm thế với điện,thoại
à này robin đã,kể
chuyện ted với zoey cho tôi,nghe
anh bạn cô ấy không biết kể,đâu
tôi kể cho,nghe
chào,zoey
chào ted đây là em họ,tôi
cục,cưng
robin kể,thì
đó mới đúng là chuyện đã xảy,ra
ted thì cố gắng tạo ấn,tượng
nhưng cậu ta làm cô ấy chán,chết
như lẽ thường,tình
tôi là kiến trúc sư vân,vân
tôi không mặc lễ phục vân,vân
vân vân và lung,tung
chà một kiến trúc sư,sao
thú vị,thật
vân vân và lung,tung
nói nhảm về mấy chuyện kiến,trúc
vân,vân
rồi về cái tủ,lạnh
vân,vân
ống,hút
lót,ly
được rồi về nhà,thôi
dù sao thì tôi đã đưa cục cưng về,nhà
ai là bố cưng,nào
được rồi bỏ qua phần đấy được,không
được thôi tôi chỉ tóm tắt,thôi
được rồi lâu quá rồi,đấy
tôi chỉ biết cách,đó
dù sao thì ngày hôm sau tôi đi,làm
tôi tình cờ gặp,zoey
chào,zoey
em họ của cô cục cưng,ấy
ngạc nhiên,thật
phải nói là dòng họ của,cô
có nhiều bưởi to,thật
cảm,ơn
ừ đêm quay chúng tôi đã rất,vui
sáng thì chỉ dùng tay thôi nên,là
chờ đã cô ấy không về với ted,à
không cậu ấy giao cho,tôi
phải nói là cậu ta khá đáng phục,đấy
cậu ấy đã buông kiếm để tôi có được cô,ấy
tôi không nói nhiều làm cô chán,đâu
nhưng tóm gọn lại,là
cô ấy đã ôm,tôi
cái gì thế cơ,chứ
zoey yêu,ted
,marcus
khoan nghe đã,marshall
zoey yêu ted nhưng cô ấy kết hôn,rồi
nên mới muốn đẩy cậu ấy ra,xa
bằng cách mai mối với em họ,mình
nhưng lại không chịu,nổi
khi thấy hai người họ vui,vẻ
thế là zoey đi về sớm với dằm trong,tim
nhưng sáng hôm sau khi biết được,rằng
ted chưa nếm được vị ngọt của cục,cưng
cô ấy đã vui mừng như hoa nở mùa,xuân
zoey yêu,ted
marshall anh,đến
tiệm bánh rán vòng hertz donuts rồi,đấy
có muốn một chiếc,không
đương nhiên,rồi
nào bánh đâu đừng,mà
đau,nhỉ
không ngờ cậu bị lừa,đấy
vậy ted yêu,zoey
và zoey yêu ted,à
không được,đâu
tôi phải gọi,ted
,alô
nghe này,ted
tôi phải nói với cậu về,zoey
ừ tôi cũng có chuyện muốn nói về,zoey
này tôi đang ở quanh,đây
và nghĩ là sẽ ghé,qua
để uống bia anh sắp,mời
tôi lấy bia cho cô,nhé
ôi ted tôi bận,lắm
nhưng một lon thôi thì,được
dẫn đường,nào
ôi chúa,ơi
gì thế,này
một tủ đầy sốt cà làm thế,nào
làm thế nào tôi hỏi anh,đấy
sao,thế
nghe này,zoey
tôi cần nói với cô một,chuyện
marshall mẹ đến tiệm byerly,đây
cần gì,không
mẹ cúp máy,đi
mẹ mua thêm bánh bugles,nhé
được thôi con,yêu
marcus cúp máy,đi
cả hai người cúp,đi
và nhớ mua kem,nhé
tiếp,đi
tôi không thể làm bạn với cô được,nữa
và có lẽ việc này hơi kỳ lạ,nhưng
cô không thể hỏi lý do,đâu
được,rồi
và chỉ có vậy,thôi
không còn zoey,nữa
ôi này bạn à lily,gọi
tôi phải nghe,máy
nhưng cậu là một chàng trai tốt ted,à
chào,cưng
bọn mình ghét ted,rồi
có ghét theo,không
hay khỏi nhắn tin tình,dục
ted là thằng khốn,kiếp
ồ,ngon
mà cưng à đừng làm khó ted,quá
được,không
cậu ấy mới vừa kết thúc mọi thứ với,zoey
ồ em biết,chứ
nhưng cậu ta có kể hết chuyện,không
tôi không thể làm bạn với cô được,nữa
và cô đừng hỏi tại,sao
tại,sao
lily ghét,cô
cô ghét tôi,sao
thật điên rồ tôi không ghét,cô
tôi biết thế không đúng lily,à
ted kể với tôi mọi thứ,rồi
cậu ấy ồ thế,à
và chính xác thì ted đã nói,gì
lily ghét,cô
cậu ấy ghét cô nhiều đến,mức
làm tôi khó có thể chơi với,cô
nên ta không làm bạn được,nữa
ồ cậu ấy ồ phải,đấy
phải được,rồi
chắc giấu giếm cũng không có ích gì,nữa
tôi ghét,cô
con quỷ,cái
không thể tin,được
tôi thực sự tưởng ta là,bạn
chúa biết tôi rất cần bạn lúc,này
tôi đang trải qua vài chuyện rất khó,khăn
khó khăn à chuyện gì khó khăn,thế
em không,biết
em làm đúng lắm cưng,à
không hẳn,đâu
zoey chờ,đã
tôi không ghét,cô
chúng ta không thể làm bạn nữa bởi,vì
robin ghét,cô
và robin đang gọi tới,này
ồ vậy anh nghe,đi
yêu anh nhiều anh,yêu
marshall nhà eriksen nghe,đây
này robin anh biết,rồi
anh xin lỗi thay vợ,mình
cô ấy không,nên
ừ em đã nói với zoey là anh ghét cô,ấy
anh,sao
em kéo cả anh vào nữa,sao
anh mới trải qua một bi,kịch
chắc cô ấy không gọi anh,và
ôi chúa ơi lại có người gọi,tới
ôi chúa ơi số,917
và anh không biết của ai,hết
có thể là zoey,đấy
đừng có,nghe
không làm thế,được
như thế là bất lịch,sự
anh làm,được
không,thể
bất lịch,sự
đừng,nghe
kệ nó,reo
phép lịch,sự
